epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,400.102,0.93244,1.69986,1.26875,0.73136,0.80082,0.80973,0.62798,0.82569,0.90871,1.21549,8.98978e-05,8.98978e-05,8.98978e-05
